"senderDFSP","senderName","senderAccountName","senderID","senderRoleType","senderUUID","receiverDFSP","receiverName","receiverAccountName","receiverID","receiverRoleType","receiverUUID"
"dfsp1","cust170713-1-9-1","PT-cust170713-1-9-1","95383097","customer","abd3fca4-a399-4262-b6fc-30119dd73e91","dfsp2","cust170713-1-9-2","PT-cust170713-1-9-2","36297940","customer","5fae7521-c27b-4daf-9ecb-0c986e63ab98"
"dfsp2","cust170713-1-9-2","PT-cust170713-1-9-2","36297940","customer","910e9d94-1ec7-4f0b-9156-45332ab76ba3","dfsp1","cust170713-1-9-1","PT-cust170713-1-9-1","95383097","customer","503cf719-42f7-4913-9edc-f0c9670e61c2"
"dfsp1","cust170713-1-10-1","PT-cust170713-1-10-1","84164443","customer","c296336a-3c9e-4fbf-89b9-d20cb4ca9a8d","dfsp2","cust170713-1-10-2","PT-cust170713-1-10-2","08726056","customer","11984e55-29f8-45f8-a347-2339ffdd1c90"
"dfsp2","cust170713-1-10-2","PT-cust170713-1-10-2","08726056","customer","3e669db3-3696-4ac9-a174-f36f84132fe9","dfsp1","cust170713-1-10-1","PT-cust170713-1-10-1","84164443","customer","8e31a728-3c05-4f80-8757-1c2df5b5eaa8"
"dfsp1","cust170713-1-11-1","PT-cust170713-1-11-1","21662361","customer","27deab05-b48f-45e8-9e29-7f532df05c76","dfsp2","cust170713-1-11-2","PT-cust170713-1-11-2","12036372","customer","87424976-42b6-4016-b32d-13ad1360e4ed"
"dfsp2","cust170713-1-11-2","PT-cust170713-1-11-2","12036372","customer","4d286e07-7dd6-41b1-aa16-f79a75e434e6","dfsp1","cust170713-1-11-1","PT-cust170713-1-11-1","21662361","customer","3d3f364c-bf52-4528-94f8-d45ff6142fcc"
"dfsp1","cust170713-1-12-1","PT-cust170713-1-12-1","36326354","customer","8b2c7d54-1665-4d57-be3f-633c5b2da9b3","dfsp2","cust170713-1-12-2","PT-cust170713-1-12-2","39341444","customer","9751e76c-993d-44e9-a8d1-7d8898329457"
"dfsp2","cust170713-1-12-2","PT-cust170713-1-12-2","39341444","customer","30e6f5cb-30ce-4ba5-8aa3-bef833deb5ec","dfsp1","cust170713-1-12-1","PT-cust170713-1-12-1","36326354","customer","faccd3d9-1516-4d8a-9ac4-dcc307b0adbd"
"dfsp1","cust170713-1-13-1","PT-cust170713-1-13-1","71496102","customer","a55cc380-ccea-46f2-9e38-247b6aeab5f2","dfsp2","cust170713-1-13-2","PT-cust170713-1-13-2","06339108","customer","3850544d-5ff6-4072-a8f1-383a77fc6b3d"
"dfsp2","cust170713-1-13-2","PT-cust170713-1-13-2","06339108","customer","e8aea8c7-b33c-4ba9-8813-fe7d8dbeae85","dfsp1","cust170713-1-13-1","PT-cust170713-1-13-1","71496102","customer","58e0bbf2-1fce-4282-9489-a2c3e9c6a16f"
"dfsp1","cust170713-1-14-1","PT-cust170713-1-14-1","43638164","customer","9ed0fe5a-1ec3-4cec-9628-bf3624f4bcd0","dfsp2","cust170713-1-14-2","PT-cust170713-1-14-2","04703688","customer","ffb5338f-a2fe-466d-969b-932a4358e44e"
"dfsp2","cust170713-1-14-2","PT-cust170713-1-14-2","04703688","customer","180cee4a-a19e-459d-8dd0-7c3057677b86","dfsp1","cust170713-1-14-1","PT-cust170713-1-14-1","43638164","customer","d62a2a9c-b0c5-4e15-bdbe-ce818335e51e"
"dfsp1","cust170713-1-15-1","PT-cust170713-1-15-1","92103994","customer","4e21e31f-a946-439d-abfe-82428c0fb744","dfsp2","cust170713-1-15-2","PT-cust170713-1-15-2","71990998","customer","f7d8b760-ba56-48be-92e6-4d6c97fad5d9"
"dfsp2","cust170713-1-15-2","PT-cust170713-1-15-2","71990998","customer","77f1ee2d-15ec-4750-8d98-6cff7d46d843","dfsp1","cust170713-1-15-1","PT-cust170713-1-15-1","92103994","customer","8e6423bd-7063-4cc4-8217-43120112ebae"
"dfsp1","cust170713-1-16-1","PT-cust170713-1-16-1","95679884","customer","146ce24c-01ac-47a1-a325-e52d096672a0","dfsp2","cust170713-1-16-2","PT-cust170713-1-16-2","51692026","customer","94e3c871-a88a-4799-a3ac-f48590b9ffeb"
"dfsp2","cust170713-1-16-2","PT-cust170713-1-16-2","51692026","customer","7ca75a7e-aa7f-4c99-a03a-b273745573ac","dfsp1","cust170713-1-16-1","PT-cust170713-1-16-1","95679884","customer","a64f777b-0e7a-4d0a-9a29-bcbbfe9e0d10"
"dfsp1","cust170713-1-17-1","PT-cust170713-1-17-1","99655496","customer","e8c8050f-cf63-4bd1-9b84-62cfbd151a7f","dfsp2","cust170713-1-17-2","PT-cust170713-1-17-2","63985936","customer","9f6da4f4-aae6-4941-8713-d48a224036ce"
"dfsp2","cust170713-1-17-2","PT-cust170713-1-17-2","63985936","customer","f8ab5194-0e85-4176-876f-c95d52235440","dfsp1","cust170713-1-17-1","PT-cust170713-1-17-1","99655496","customer","20008d40-ca15-4a1c-aa04-d6a429482075"
"dfsp1","cust170713-1-18-1","PT-cust170713-1-18-1","53739005","customer","740a2fd7-45d4-40e1-8bf7-5721a0341331","dfsp2","cust170713-1-18-2","PT-cust170713-1-18-2","20923801","customer","db094c5c-995c-4902-875e-238ac7e3744e"
"dfsp2","cust170713-1-18-2","PT-cust170713-1-18-2","20923801","customer","b0f15da6-d7ad-4504-af4b-7d999772b23c","dfsp1","cust170713-1-18-1","PT-cust170713-1-18-1","53739005","customer","c45b10ed-38f1-45c7-913f-36bd06605b0b"
"dfsp1","cust170713-1-19-1","PT-cust170713-1-19-1","86266412","customer","accc588f-f1cd-4ae1-93f6-5b5475772935","dfsp2","cust170713-1-19-2","PT-cust170713-1-19-2","52302474","customer","c8a6eac5-835a-4b11-b65d-916653c348e1"
"dfsp2","cust170713-1-19-2","PT-cust170713-1-19-2","52302474","customer","ca37376e-a455-4c95-b428-ba56aa4674f9","dfsp1","cust170713-1-19-1","PT-cust170713-1-19-1","86266412","customer","4f430533-66d9-4a30-af02-51270b3245c7"
"dfsp1","cust170713-1-20-1","PT-cust170713-1-20-1","22853869","customer","9e3612da-f1f1-4179-8634-ddbd7ea0e178","dfsp2","cust170713-1-20-2","PT-cust170713-1-20-2","37327176","customer","39a8e048-186e-44df-b763-789b58a01ab7"
"dfsp2","cust170713-1-20-2","PT-cust170713-1-20-2","37327176","customer","b1680ab3-53f3-4492-8801-2aacc9b69d7a","dfsp1","cust170713-1-20-1","PT-cust170713-1-20-1","22853869","customer","b52db293-e405-4a28-93af-be3852441bf3"
"dfsp1","cust170713-1-21-1","PT-cust170713-1-21-1","66436771","customer","e77c97a4-fff8-436f-a9fd-d64fbe5fea28","dfsp2","cust170713-1-21-2","PT-cust170713-1-21-2","40779734","customer","209943bf-b54b-4c0a-9fb8-dd9b5e6cce67"
"dfsp2","cust170713-1-21-2","PT-cust170713-1-21-2","40779734","customer","ef4df4bf-e720-428d-9810-3eddfe654e70","dfsp1","cust170713-1-21-1","PT-cust170713-1-21-1","66436771","customer","7cca58d4-f074-4d12-a22e-c93452f446ff"
"dfsp1","cust170713-1-22-1","PT-cust170713-1-22-1","93978740","customer","1dc5592b-b9d6-4813-a76c-eea94f4e9708","dfsp2","cust170713-1-22-2","PT-cust170713-1-22-2","34574826","customer","25868b6c-28a2-4ede-8e2b-03cc2ebe0fab"
"dfsp2","cust170713-1-22-2","PT-cust170713-1-22-2","34574826","customer","668a15bc-04fe-49fe-a99f-867fca13d476","dfsp1","cust170713-1-22-1","PT-cust170713-1-22-1","93978740","customer","84860e0d-ce9c-434e-907a-8aa6bd4a1e3a"
"dfsp1","cust170713-1-23-1","PT-cust170713-1-23-1","61093859","customer","223eccd0-cb4e-4f9b-8260-44ebb4e98d82","dfsp2","cust170713-1-23-2","PT-cust170713-1-23-2","36414283","customer","49c31a4d-34d2-49b2-aaf3-2bba0d6e6922"
"dfsp2","cust170713-1-23-2","PT-cust170713-1-23-2","36414283","customer","500a7f69-bb2a-4062-ae05-978fcb92bd5e","dfsp1","cust170713-1-23-1","PT-cust170713-1-23-1","61093859","customer","b4d3272c-ea95-4dba-80f7-8e612240a356"
"dfsp1","cust170713-1-24-1","PT-cust170713-1-24-1","52972198","customer","5c7e148b-876d-4f4b-9470-604318c96591","dfsp2","cust170713-1-24-2","PT-cust170713-1-24-2","81278781","customer","9e214f7d-df11-4ffd-bad5-ccf57a702666"
"dfsp2","cust170713-1-24-2","PT-cust170713-1-24-2","81278781","customer","78ac6708-411c-4e98-840a-d5a0637f0afc","dfsp1","cust170713-1-24-1","PT-cust170713-1-24-1","52972198","customer","2e22b5ad-6aa3-4821-a1a7-3485a5b345f5"
"dfsp1","cust170713-1-25-1","PT-cust170713-1-25-1","30989177","customer","ca404273-f292-4689-b072-036e66d5018c","dfsp2","cust170713-1-25-2","PT-cust170713-1-25-2","80898055","customer","7b38db33-ec7a-4b0f-b5ed-9ce65c8a6c24"
"dfsp2","cust170713-1-25-2","PT-cust170713-1-25-2","80898055","customer","de20643d-0499-4444-8d12-e070d1a1764f","dfsp1","cust170713-1-25-1","PT-cust170713-1-25-1","30989177","customer","1b9bcb33-a9e3-49fb-835c-cb6b0adb917e"
"dfsp1","cust170713-1-26-1","PT-cust170713-1-26-1","89441745","customer","a39fed7b-9487-4b63-a67d-833e5967f1bb","dfsp2","cust170713-1-26-2","PT-cust170713-1-26-2","46917257","customer","a4e3257d-aada-408f-94d8-df828ac13e1d"
"dfsp2","cust170713-1-26-2","PT-cust170713-1-26-2","46917257","customer","98287906-0bc4-47cb-a9c5-f5a8969da794","dfsp1","cust170713-1-26-1","PT-cust170713-1-26-1","89441745","customer","fb6c2a96-7914-4c47-9310-d3ba5b26731d"
"dfsp1","cust170713-1-27-1","PT-cust170713-1-27-1","65479496","customer","60bb19a4-247a-4a6d-8833-a67908aa40cf","dfsp2","cust170713-1-27-2","PT-cust170713-1-27-2","35272837","customer","fa09c484-2d91-4e15-8ae5-b5e66b10931c"
"dfsp2","cust170713-1-27-2","PT-cust170713-1-27-2","35272837","customer","834d8265-c001-40e5-820c-d9eccd601100","dfsp1","cust170713-1-27-1","PT-cust170713-1-27-1","65479496","customer","dddd3f1b-5f51-4ee8-a05a-130feafa82ac"
"dfsp1","cust170713-1-28-1","PT-cust170713-1-28-1","76021353","customer","c6469d4f-06c5-4af9-973d-a70d5edb0844","dfsp2","cust170713-1-28-2","PT-cust170713-1-28-2","53124390","customer","ba7085b8-f788-44f0-8cee-8b21f9735581"
"dfsp2","cust170713-1-28-2","PT-cust170713-1-28-2","53124390","customer","c2a65418-8a91-42d2-9c11-9c4a67009db9","dfsp1","cust170713-1-28-1","PT-cust170713-1-28-1","76021353","customer","b8e9f211-d84f-4e75-b7be-97bee6ae3a48"
"dfsp1","cust170713-1-29-1","PT-cust170713-1-29-1","00021605","customer","09731cec-f04b-45e8-8cfe-3fea36a27c5b","dfsp2","cust170713-1-29-2","PT-cust170713-1-29-2","47594735","customer","adff1831-6088-4c85-844a-4253d72c211e"
"dfsp2","cust170713-1-29-2","PT-cust170713-1-29-2","47594735","customer","18c80a92-c534-4e06-afde-c597337150da","dfsp1","cust170713-1-29-1","PT-cust170713-1-29-1","00021605","customer","3e11bfee-a212-4d0a-940e-654b84f97036"
"dfsp1","cust170713-1-30-1","PT-cust170713-1-30-1","30101087","customer","7d839e78-c1ce-452a-ad24-106612a9161c","dfsp2","cust170713-1-30-2","PT-cust170713-1-30-2","02030180","customer","45ae9fb4-8db9-4b5a-8797-13d21ac1e464"
"dfsp2","cust170713-1-30-2","PT-cust170713-1-30-2","02030180","customer","da1f8fa7-b943-4baa-b1f5-2e23be382544","dfsp1","cust170713-1-30-1","PT-cust170713-1-30-1","30101087","customer","b7f5ad2d-788a-403f-9990-22eccfdb5a49"
"dfsp1","cust170713-1-31-1","PT-cust170713-1-31-1","24385237","customer","88dee14e-a87e-4fcb-9fd6-708684504753","dfsp2","cust170713-1-31-2","PT-cust170713-1-31-2","71814992","customer","732e66f9-aa72-4f1a-81b1-b302e55bcd8b"
"dfsp2","cust170713-1-31-2","PT-cust170713-1-31-2","71814992","customer","e0973db0-f560-40ee-a87b-bf72ae96ae0d","dfsp1","cust170713-1-31-1","PT-cust170713-1-31-1","24385237","customer","7515f71d-5b0f-406d-b964-ef749b440b7a"
"dfsp1","cust170713-1-32-1","PT-cust170713-1-32-1","12292908","customer","8606ea63-e6b1-4e26-9978-44a6666cdeb0","dfsp2","cust170713-1-32-2","PT-cust170713-1-32-2","88491176","customer","1b8cd279-e47f-4a50-afb6-5330d08e002c"
"dfsp2","cust170713-1-32-2","PT-cust170713-1-32-2","88491176","customer","5f10c427-8152-4563-9c55-2c03ec3e9269","dfsp1","cust170713-1-32-1","PT-cust170713-1-32-1","12292908","customer","16f3cfd7-4bfa-4e78-9a1f-8e066de60423"
"dfsp1","cust170713-1-33-1","PT-cust170713-1-33-1","00569970","customer","99dd2165-6b40-44df-8f1b-897c97ee09d1","dfsp2","cust170713-1-33-2","PT-cust170713-1-33-2","02328805","customer","3f4b9191-ff6f-495d-929a-2cc1fb259c0c"
"dfsp2","cust170713-1-33-2","PT-cust170713-1-33-2","02328805","customer","da957a6d-9dc8-424a-868e-c507b4d75ede","dfsp1","cust170713-1-33-1","PT-cust170713-1-33-1","00569970","customer","df3ae90b-b095-4aeb-96a5-57ab13393450"
"dfsp1","cust170713-1-34-1","PT-cust170713-1-34-1","42764653","customer","94e0d3c4-e1b6-47f8-9b7e-a335a03dabaf","dfsp2","cust170713-1-34-2","PT-cust170713-1-34-2","19654770","customer","ed40c51a-8f66-4224-83ed-cd7367870489"
"dfsp2","cust170713-1-34-2","PT-cust170713-1-34-2","19654770","customer","bc88eb0f-28d9-4250-9e70-0051ded2d6d5","dfsp1","cust170713-1-34-1","PT-cust170713-1-34-1","42764653","customer","ac520787-9e1e-41f9-a279-b5428ecc6e14"
"dfsp1","cust170713-1-35-1","PT-cust170713-1-35-1","61191497","customer","70f691be-013c-4d5d-b7b2-fd81d929073f","dfsp2","cust170713-1-35-2","PT-cust170713-1-35-2","25237277","customer","148eb78f-a5b9-481d-918e-77b86306fde0"
"dfsp2","cust170713-1-35-2","PT-cust170713-1-35-2","25237277","customer","b4323467-42a7-435c-8b24-bd056bfba015","dfsp1","cust170713-1-35-1","PT-cust170713-1-35-1","61191497","customer","e6e0a6ad-49b4-4b97-b2b7-1fc117ce7c64"
"dfsp1","cust170713-1-36-1","PT-cust170713-1-36-1","56523472","customer","5eb3df72-ebc7-4cc1-85b9-15b7f6975e9e","dfsp2","cust170713-1-36-2","PT-cust170713-1-36-2","90374919","customer","b3470277-9530-4639-a7b7-3c540796e480"
"dfsp2","cust170713-1-36-2","PT-cust170713-1-36-2","90374919","customer","52c7e8db-e504-4d04-9f76-b556a02a03c3","dfsp1","cust170713-1-36-1","PT-cust170713-1-36-1","56523472","customer","68485ce3-e858-44ec-b3cf-e66448066f1b"
"dfsp1","cust170713-1-37-1","PT-cust170713-1-37-1","28633366","customer","8af893c9-50d1-4cd3-860b-f30bf12ea97d","dfsp2","cust170713-1-37-2","PT-cust170713-1-37-2","47754371","customer","f6bae156-de88-4257-a34f-2d17e9b8f59f"
"dfsp2","cust170713-1-37-2","PT-cust170713-1-37-2","47754371","customer","d0b667be-0e71-4d8c-9ec1-d461c3405ca2","dfsp1","cust170713-1-37-1","PT-cust170713-1-37-1","28633366","customer","dc1815bf-182b-4700-9acc-8d601d110af9"
"dfsp1","cust170713-1-38-1","PT-cust170713-1-38-1","68316918","customer","dc994696-56c5-427a-903f-d9bb9f77336d","dfsp2","cust170713-1-38-2","PT-cust170713-1-38-2","33042803","customer","cfbd3c73-f1a0-47f4-b4d3-00c4a0884438"
"dfsp2","cust170713-1-38-2","PT-cust170713-1-38-2","33042803","customer","318c501f-89bb-4dc3-b15a-debfe4eafffb","dfsp1","cust170713-1-38-1","PT-cust170713-1-38-1","68316918","customer","297eb72d-3465-426e-834d-eaddeb181492"
"dfsp1","cust170713-1-39-1","PT-cust170713-1-39-1","89638490","customer","90504728-39ae-4470-8552-d5f8d9760594","dfsp2","cust170713-1-39-2","PT-cust170713-1-39-2","00767463","customer","a9f79399-d5b9-4176-b100-d5436e6cf257"
"dfsp2","cust170713-1-39-2","PT-cust170713-1-39-2","00767463","customer","351b4e72-9e7b-47ff-9d5c-4ce764a5f273","dfsp1","cust170713-1-39-1","PT-cust170713-1-39-1","89638490","customer","47f6f49c-660f-45a4-bfa6-8c10fdedac22"
"dfsp1","cust170713-1-40-1","PT-cust170713-1-40-1","49980173","customer","1e8f3e05-2a91-4bfd-bf6f-e543d2f0e151","dfsp2","cust170713-1-40-2","PT-cust170713-1-40-2","91456799","customer","6b85daf9-fed8-4fdc-8575-42a4d9a2001b"
"dfsp2","cust170713-1-40-2","PT-cust170713-1-40-2","91456799","customer","333c1f6e-2ad7-4a3b-aa3d-9c9bb7236084","dfsp1","cust170713-1-40-1","PT-cust170713-1-40-1","49980173","customer","d7c4fd7e-dea4-4ea6-b44f-ce8718ff710f"
"dfsp1","cust170713-1-41-1","PT-cust170713-1-41-1","96737216","customer","d5a17ab3-d751-423f-af75-70e314c6e010","dfsp2","cust170713-1-41-2","PT-cust170713-1-41-2","15199606","customer","0dfa4096-a37e-45ac-9439-40386e7af854"
"dfsp2","cust170713-1-41-2","PT-cust170713-1-41-2","15199606","customer","872f40c2-9485-47c9-926c-59c1b5553522","dfsp1","cust170713-1-41-1","PT-cust170713-1-41-1","96737216","customer","2a73dde4-23b6-4baf-910a-3ac69da8c36d"
"dfsp1","cust170713-1-42-1","PT-cust170713-1-42-1","72060353","customer","1433f9db-d868-40de-a18e-1add34229853","dfsp2","cust170713-1-42-2","PT-cust170713-1-42-2","61464915","customer","f3e58483-42b0-47fd-8e92-6a260288283e"
"dfsp2","cust170713-1-42-2","PT-cust170713-1-42-2","61464915","customer","e0ed44f4-9119-4440-a633-813c309a5180","dfsp1","cust170713-1-42-1","PT-cust170713-1-42-1","72060353","customer","1b936034-79e9-40e2-bfe1-1c6a5ed86baa"
"dfsp1","cust170713-1-43-1","PT-cust170713-1-43-1","36570099","customer","89fae5f4-34d8-44f4-a747-6d167c85aed1","dfsp2","cust170713-1-43-2","PT-cust170713-1-43-2","22087700","customer","3780dac1-b683-44d4-8e42-4a8a8f16c95f"
"dfsp2","cust170713-1-43-2","PT-cust170713-1-43-2","22087700","customer","afb8c679-6a49-4591-a2ed-f5b072f86951","dfsp1","cust170713-1-43-1","PT-cust170713-1-43-1","36570099","customer","5410b969-4d2c-4f2b-90ed-0f9e00ac55e5"
"dfsp1","cust170713-1-44-1","PT-cust170713-1-44-1","85461702","customer","266bcd90-a631-44ba-af61-4a6b7eade2cb","dfsp2","cust170713-1-44-2","PT-cust170713-1-44-2","78516542","customer","0a0b0a21-f105-4eef-a7db-57d219d48cea"
"dfsp2","cust170713-1-44-2","PT-cust170713-1-44-2","78516542","customer","ba241ddf-6f8d-437c-857b-7e2f08e31f99","dfsp1","cust170713-1-44-1","PT-cust170713-1-44-1","85461702","customer","76b9a326-995a-41cc-8007-3e4024202a9e"
"dfsp1","cust170713-1-45-1","PT-cust170713-1-45-1","85823777","customer","b83cda6a-d726-4bda-afef-9e311d8f71b8","dfsp2","cust170713-1-45-2","PT-cust170713-1-45-2","46208517","customer","5013e653-0dd2-4bb3-ba70-311161ee50f2"
"dfsp2","cust170713-1-45-2","PT-cust170713-1-45-2","46208517","customer","5b241b4b-b3a3-4d84-a339-33a70bb221c7","dfsp1","cust170713-1-45-1","PT-cust170713-1-45-1","85823777","customer","37727876-8aca-4d08-b009-b8826179e2dc"
"dfsp1","cust170713-1-46-1","PT-cust170713-1-46-1","84538134","customer","7bbd4ec2-2dc9-4a5c-89b5-c9574518efed","dfsp2","cust170713-1-46-2","PT-cust170713-1-46-2","85004325","customer","547072f7-475f-437f-bfc0-9c931b5025b6"
"dfsp2","cust170713-1-46-2","PT-cust170713-1-46-2","85004325","customer","40cce495-0926-4c8c-8d01-5e7ab806e45e","dfsp1","cust170713-1-46-1","PT-cust170713-1-46-1","84538134","customer","db829418-0ced-4b2e-81fd-fa8687111be1"
"dfsp1","cust170713-1-47-1","PT-cust170713-1-47-1","12983735","customer","1a1b99b3-6ac8-4ca7-b2b1-fefca43f161f","dfsp2","cust170713-1-47-2","PT-cust170713-1-47-2","48653022","customer","c294f249-e24c-4ec9-a08c-c09e42aeb48e"
"dfsp2","cust170713-1-47-2","PT-cust170713-1-47-2","48653022","customer","fd8ee0b1-584b-4185-b510-21f253cf62ed","dfsp1","cust170713-1-47-1","PT-cust170713-1-47-1","12983735","customer","bbd6c841-c62d-4550-b6a9-28ba62414103"
"dfsp1","cust170713-1-48-1","PT-cust170713-1-48-1","04451477","customer","2895a09f-c222-4bfb-a6ae-38ee41d34f0f","dfsp2","cust170713-1-48-2","PT-cust170713-1-48-2","54944435","customer","1f51c556-5fcd-42fe-a072-d0e251b8ac23"
"dfsp2","cust170713-1-48-2","PT-cust170713-1-48-2","54944435","customer","7013883c-20bb-451e-93e5-c4f98fd21bb3","dfsp1","cust170713-1-48-1","PT-cust170713-1-48-1","04451477","customer","069fa346-b80a-4dc3-918b-7c10687d3b2f"
"dfsp1","cust170713-1-49-1","PT-cust170713-1-49-1","74809976","customer","2f39645f-ddff-4a2d-b1a0-121b37c5f874","dfsp2","cust170713-1-49-2","PT-cust170713-1-49-2","46453792","customer","33e68659-9215-4a18-9c0e-14c838540b76"
"dfsp2","cust170713-1-49-2","PT-cust170713-1-49-2","46453792","customer","0a62d1a5-b7c9-4f5e-9d2b-b3b8a569d5b1","dfsp1","cust170713-1-49-1","PT-cust170713-1-49-1","74809976","customer","d47c24e6-5704-455e-b4fa-968e8b909d64"
"dfsp1","cust170713-1-50-1","PT-cust170713-1-50-1","00685601","customer","f74e1a18-b2bb-4b7b-a5be-25bb3c1e90b0","dfsp2","cust170713-1-50-2","PT-cust170713-1-50-2","14921538","customer","e027bbdf-90b9-4c7d-a460-5b144a7078ac"
"dfsp2","cust170713-1-50-2","PT-cust170713-1-50-2","14921538","customer","8ac5924d-7559-4e66-9b9d-09d552e2fa48","dfsp1","cust170713-1-50-1","PT-cust170713-1-50-1","00685601","customer","34881210-b697-48e2-a1d3-fc54e2495b35"
"dfsp1","cust170713-1-51-1","PT-cust170713-1-51-1","24217175","customer","13f54f16-5f78-4c97-83c4-05d45c003534","dfsp2","cust170713-1-51-2","PT-cust170713-1-51-2","51146654","customer","be1730f3-a659-4431-b240-24e6e83cf265"
"dfsp2","cust170713-1-51-2","PT-cust170713-1-51-2","51146654","customer","ae76f005-7dee-475c-93c0-e263f2cea544","dfsp1","cust170713-1-51-1","PT-cust170713-1-51-1","24217175","customer","56448364-391d-413b-97e8-473e391abbe8"
"dfsp1","cust170713-1-52-1","PT-cust170713-1-52-1","48714429","customer","13504026-aadd-47f8-b6be-26437555494a","dfsp2","cust170713-1-52-2","PT-cust170713-1-52-2","80928751","customer","551b8bcf-4d5f-413d-b58d-17049ce63ca6"
"dfsp2","cust170713-1-52-2","PT-cust170713-1-52-2","80928751","customer","c52e8980-ae8e-4d86-b1f1-99a6f3533e73","dfsp1","cust170713-1-52-1","PT-cust170713-1-52-1","48714429","customer","dff33c08-3cfb-4d56-a1ac-be3575db2244"
